Paper ID,Paper Title,Author Names,Primary Subject Area,Secondary Subject Areas,Status,Day.Time.Track,Group,Topic,,,Track 1,Track 2,Track 3
6970,CollaGAN: Collaborative GAN for Missing Image Data Imputation,"Dongwook Lee (Korea Advanced Institute of Science and Technology)*; Junyoung Kim (Korea Advanced Institute of Science and Technology); Won-Jin Moon (Konkuk University Medical Center); Jong Chul Ye (""Department of Bio and Brain Engineering, KAIST, Korea"")",Image and Video Synthesis,"Deep Learning ; Face, Gesture, and Body Pose ; Medical, Biological and Cell Microscopy",Oral,1.2.2,6,,,,,,
6592,d-SNE: Domain Adaptation using Stochastic Neighborhood Embedding,Xiang Xu (University of Houston); Xiong Zhou (amazon); Ragav Venkatesan (Amazon)*; Orchid Majumder (Amazon); Guru Swaminathan (Amazon),"Recognition: Detection, Categorization, Retrieval",Representation Learning,Oral,1.2.3,1,Scenes and Representation,,,,,
197,Taking A Closer Look at Domain Shift: Category-level Adversaries for Semantics Consistent Domain Adaptation,"Yawei Luo (University of Technology Sydney)*; Liang Zheng (Australian National University); Tao Guan (Huazhong University of Science and Technology); Junqing Yu (Huazhong University of Science & Technology); Yi Yang (University of Technology, Sydney)","Segmentation, Grouping and Shape",Deep Learning,Oral,1.2.3,1,,,,,,
396,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation,Tuan-Hung VU (Valeo.ai)*; Himalaya Jain (Valeo.ai); Maxime Bucher (Valeo.ai); Matthieu Cord (Sorbonne University); Patrick Pérez (Valeo.ai),Scene Analysis and Understanding,"Deep Learning ; Recognition: Detection, Categorization, Retrieval; Segmentation, Grouping and Shape",Oral,1.2.3,1,,,,,,
325,Local Feature Augmentation with Cross-Modality Context,Zixin Luo (HKUST)*; Tianwei Shen (HKUST); Lei Zhou (HKUST); Jiahui Zhang (Tsinghua University); Yao Yao (The Hong Kong University of Science and Technology); Shiwei Li (HKUST); Tian Fang (HKUST); Long Quan (Hong Kong University of Science and Technology),Representation Learning,Low-level Vision,Oral,1.2.3,2,,,,,,
556,Large-scale Long-Tailed Recognition in an Open World,Ziwei Liu (The Chinese University of Hong Kong)*; Zhongqi Miao (UC Berkeley); Xiaohang Zhan (The Chinese University of Hong Kong); Jiayun Wang (UC Berkeley / ICSI); Boqing Gong (Tencent AI Lab); Stella X Yu (UC Berkeley / ICSI),Representation Learning,"Recognition: Detection, Categorization, Retrieval",Oral,1.2.3,2,,,,,,
5137,AET vs. AED: Unsupervised Representation Learning by Auto-Encoding Transformations rather than Data,Liheng Zhang (University of Central Florida); Guo-Jun Qi (Huawei Cloud)*; Liqiang Wang (University of Central Florida); Jiebo Luo (University of Rochester),Representation Learning,Deep Learning,Oral,1.2.3,2,,,,,,
576,SDC - Stacked Dilated Convolution: A Unified Descriptor Network for Dense Matching Tasks,René Schuster (DFKI)*; Oliver Wasenmüller (DFKI); Christian Unger (BMW); Didier Stricker (DFKI),Representation Learning,Deep Learning ; Motion and Tracking; Robotics + Driving; Scene Analysis and Understanding; Vision Ap,Oral,1.2.3,3,,,,,,
2746,Learning Correspondence from the Cycle-consistency of Time,Xiaolong Wang (CMU)*; Allan Jabri (UC Berkeley); Alexei A Efros (UC Berkeley),Representation Learning,Motion and Tracking; Video Analytics,Oral,1.2.3,3,,,,,,
2131,AE^2-Nets: Autoencoder in Autoencoder Networks,Changqing Zhang (Tianjin university)*; liu yeqing (Tianjin University ); Huazhu Fu (Inception Institute of Artificial Intelligence),Representation Learning,Statistical Learning,Oral,1.2.3,3,,,,,,
1655,Mitigating Information Leakage in Image Representations: A Maximum Entropy Approach,Proteek Roy (Michigan State University); Vishnu Boddeti (Michigan State University)*,Representation Learning,Optimization Methods; Statistical Learning,Oral,1.2.3,4,,,,,,
3877,Learning Spatial Common Sense with Geometry-Aware Recurrent Networks,Hsiao-Yu Tung (Carnegie Mellon University)*; Ricson Cheng (Carnegie Mellon University); Katerina Fragkiadaki (Carnegie Mellon University),Representation Learning,"3D from Single Image; Recognition: Detection, Categorization, Retrieval; Scene Analysis and Understa",Oral,1.2.3,4,,,,,,
3147,Structured Knowledge Distillation for Semantic Segmentation,"Yifan Liu (University of Adelaide); Ke Chen (Microsoft); Chris Liu (Microsoft); Zengchang Qin (Intelligent Computing & Machine Learning Lab, School of ASEE, Beihang University); Zhenbo Luo ( Samsung Research Institute China-Beijing); Jingdong Wang (Microsoft Research)*","Segmentation, Grouping and Shape",Scene Analysis and Understanding,Oral,1.2.3,4,,,,,,
977,Scan2CAD: Learning CAD Model Alignment in RGB-D Scans,Armen Avetisyan (Technical University of Munich)*; Manuel Dahnert (Technical University of Munich); Angela Dai (Technical University of Munich); Manolis Savva (Simon Fraser University); Angel X Chang (Eloquent Labs); Matthias Niessner (Technical University of Munich),Scene Analysis and Understanding,"Recognition: Detection, Categorization, Retrieval; Vision + Graphics",Oral,1.2.3,5,,,,,,
2799,Towards Scene Understanding: Unsupervised Monocular Depth Estimation with Semantic-aware Representation,Po-Yi Chen (National Taiwan University); Alexander H. Liu (National Taiwan University); Yen-Cheng Liu (Georgia Institute of Technology); Yu-Chiang Frank Wang (National Taiwan University)*,Scene Analysis and Understanding,"3D from Single Image; Representation Learning; Robotics + Driving; Segmentation, Grouping and Shape",Oral,1.2.3,5,,,,,,
3107,Tell Me Where I Am: Object-level Scene Context Prediction,Xiaotian Qiao (City University of Hong Kong); Quanlong Zheng (City University of HongKong); Ying Cao (City University of Hong Kong)*; Rynson W.H. Lau (City University of Hong Kong),Scene Analysis and Understanding,Image and Video Synthesis,Oral,1.2.3,5,,,,,,
1373,Normalized Object Coordinate Space for Category-Level 6D Object Pose and Size Estimation,He Wang (Stanford University); Srinath Sridhar (Stanford University)*; Jingwei Huang (Stanford University); Julien Valentin (Google); Shuran Song (Princeton); Leonidas Guibas (Stanford University),Scene Analysis and Understanding,3D from Single Image; Datasets and Evaluation; Deep Learning ; RGBD sensors and analytics; Vision Ap,Oral,1.2.3,6,,,,,,
2452,Supervised Fitting of Geometric Primitives to 3D Point Clouds,Lingxiao Li (Stanford University)*; Minhyuk Sung (Stanford University); Anastasia Dubrovina (Stanford); Li Yi (Stanford); Leonidas Guibas (Stanford University),"Segmentation, Grouping and Shape",Deep Learning ; Vision + Graphics,Oral,1.2.3,6,,,,,,
4225,Do Better ImageNet Models Transfer Better?,Simon Kornblith (Google)*; Jon Shlens (Google); Quoc Le (Google Brain),Representation Learning,Deep Learning,Oral,1.2.3,6,,,,,,
1213,Learning Video Representations from Correspondence Proposals,Xingyu Liu (Stanford University)*; Joon-Young Lee (Adobe Research); Hailin Jin (Adobe Research),Deep Learning,Action Recognition ; Representation Learning,Oral,2.1.1,1,Deep Learning,,,,,
1503,SiamRPN++: Evolution of Siamese Visual Tracking with Very Deep Networks,"Bo Li (SenseTime Group Limited)*; Wei Wu (SenseTime Group Limited); Junjie Yan (Sensetime Group Limited); Qiang Wang (University of Chinese Academy of Sciences); Fangyi Zhang (Institue of Computing Technology); Junliang Xing (Institute of Automation, Chinese Academy of Sciences)",Deep Learning,Motion and Tracking,Oral,2.1.1,1,,,,,,
2556,Sphere Generative Adversarial Network Based on Geometric Moment Matching,"Sung Woo Park (Chung-Ang Univ., Korea); Junseok Kwon (Chung-Ang Univ., Korea)*",Deep Learning,Image and Video Synthesis,Oral,2.1.1,1,,,,,,
1431,Adversarial Attacks Beyond the Image Space,xiaohui zeng (toronto); Chenxi Liu (Johns Hopkins University)*; Yu-Siang Wang (National Taiwan University); Weichao Qiu (Johns Hopkins University); Lingxi Xie (Johns Hopkins University); Yu-Wing Tai (Tencent); Chi-Keung Tang (Hong Kong University of Science and Technology); Alan Yuille (Johns Hopkins University),Deep Learning,Vision + Graphics,Oral,2.1.1,2,,,,,,
5297,Evading Defenses to Transferable Adversarial Examples by Translation-Invariant Attacks,Yinpeng Dong (Tsinghua University)*; Tianyu Pang (Tsinghua University); Hang Su (Tsinghua Univiersity); Jun Zhu (Tsinghua University),Deep Learning,"Recognition: Detection, Categorization, Retrieval",Oral,2.1.1,2,,,,,,
6129,Decoupling Direction and Norm for Efficient Gradient-Based L2 Adversarial Attacks and Defenses,Jérôme Rony (ÉTS Montréal)*; Luiz Gustavo Hafemann (ÉTS Montréal); Luis Eduardo Oliveira (UFPR); Ismail Ben Ayed (ETS Montreal); Robert Sabourin (Canada); Eric Granger (ETS Montreal ),Deep Learning,Others; Vision Applications and Systems,Oral,2.1.1,2,,,,,,
1472,A General and Adaptive Robust Loss Function,Jonathan T Barron (Google Research)*,Deep Learning,3D from Single Image; Computer Vision Theory; Image and Video Synthesis; Low-level Vision; Statistic,Oral,2.1.1,3,,,,,,
2677,Filter Pruning via Geometric Median for Deep Convolutional Neural Networks Acceleration,"Yang He (University of Technology Sydney)*; Ping Liu (UTS); Ziwei Wang (Information Science Academy, CETC); Zhilan Hu (Huawei); Yi Yang (University of Technology, Sydney)",Deep Learning,Others,Oral,2.1.1,3,,,,,,
4595,Learning to Quantize Deep Networks by Optimizing Quantization Intervals with Task Loss,Sangil Jung (Samsung)*; Changyong Son (Samsung); Seohyung Lee (Samsung); Jinwoo Son (Samsung); Jae-Joon Han (Samsung); Youngjun Kwak (Samsung); Sung Ju Hwang (KAIST); Changkyu Choi (Samsung),Deep Learning,Optimization Methods; Vision Applications and Systems,Oral,2.1.1,3,,,,,,
1773,Not All Areas Are Equal: Transfer Learning for Semantic Segmentation via Hierarchical Region Selection,Ruoqi Sun (Shanghai Jiao Tong University)*; Xinge Zhu (The Chinese University of Hong Kong); Chongruo Wu (UC Davis); Chen Huang (Carnegie Mellon University); Jianping Shi (Sensetime Group Limited); Lizhuang Ma (Shanghai Jiao Tong University),Deep Learning,"Low-level Vision; Segmentation, Grouping and Shape",Oral,2.1.1,4,,,,,,
3740,Unsupervised Learning of Dense Shape Correspondence,"Oshri Halimi (Technion)*; Or Litany (Facebook AI Research); Emanuele Rodola (Sapienza University of Rome); Alex Bronstein (Tel Aviv University, Israel); Ron Kimmel (Technion)",Deep Learning,"Computer Vision Theory; Recognition: Detection, Categorization, Retrieval; Segmentation, Grouping an",Oral,2.1.1,4,,,,,,
6188,RePr: Improved Training of Convolutional Filters,Aaditya Prakash (Brandeis University)*; James Storer (Brandeis University); Dinei Florencio (Microsoft Research); Cha Zhang (Microsoft Research),Deep Learning,,Oral,2.1.1,4,,,,,,
2726,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,Kamran Ghasedi (University of Pittsburgh)*; Xiaoqian Wang (University of Pittsburgh); Cheng Deng (Xidian University); Heng Huang (University of Pittsburgh),Deep Learning,,Oral,2.1.1,5,,,,,,
2860,A Style-Based Generator Architecture for Generative Adversarial Networks,Tero Karras (NVIDIA Research)*; Samuli Laine (NVIDIA Research); Timo Aila (NVIDIA Research),Deep Learning,Image and Video Synthesis; Representation Learning,Oral,2.1.1,5,,,,,,
5426,Parallel Optimal Transport GAN,Gil Avraham (Monash University)*; Yan Zuo (Monash University); Tom Drummond (Monash University),Deep Learning,Optimization Methods; Representation Learning,Oral,2.1.1,5,,,,,,
1170,3D-SIS: 3D Semantic Instance Segmentation of RGB-D Scans,Ji Hou (Technical University of Munich); Angela Dai (Technical University of Munich); Matthias Niessner (Technical University of Munich)*,3D from Multiview and Sensors,"Segmentation, Grouping and Shape; Vision Applications and Systems",Oral,2.1.2,1,3D Single View & RGBD,,,,,
4854,Causes and Corrections for Bimodal Multipath Scanning with Structured Light,yu zhang (Nanjing University )*; Daniel Lau (University of Kentucky); Ying Yu (University of Kentucky),3D from Multiview and Sensors,RGBD sensors and analytics,Oral,2.1.2,1,,,,,,
7048,TextureNet: Consistent Local Parametrizations for Learning from High-Resolution Signals on Meshes,"Jingwei Huang (Stanford University)*; Haotian Zhang (Stanford University); Li Yi (Stanford); Thomas Funkhouser (Princeton University and Google, Inc.); Matthias Niessner (Technical University of Munich); Leonidas Guibas (Stanford University)",RGBD sensors and analytics,3D from Multiview and Sensors; Deep Learning ; Vision + Graphics,Oral,2.1.2,1,,,,,,
704,PlaneRCNN: 3D Plane Detection and Reconstruction from a Single View,Chen Liu (Washington University in St. Louis)*; Kihwan Kim (NVIDIA); Jinwei Gu (NVIDIA); Yasutaka Furukawa (Simon Fraser University); Jan Kautz (NVIDIA),3D from Multiview and Sensors,3D from Single Image; Scene Analysis and Understanding,Oral,2.1.2,2,,,,,,
3976,Occupancy Networks: Learning 3D Reconstruction in Function Space,"Lars M Mescheder (MPI-IS and University of Tuebingen)*; Michael Oechsle (MPI-IS, University of Tuebingen and ETAS GmbH); Michael Niemeyer (MPI-IS and University of Tuebingen); Sebastian Nowozin (Google AI Berlin); Andreas Geiger (MPI-IS and University of Tuebingen)",3D from Single Image,Deep Learning,Oral,2.1.2,2,,,,,,
2575,3D Shape Reconstruction from Images in the Frequency Domain,"Weichao Shen (Beijing Institute of Technology)*; Yuwei WU (Beijing Institute of Technology (BIT), China); Yunde Jia (Beijing Institute of Technology)",3D from Single Image,,Oral,2.1.2,2,,,,,,
1456,SiCloPe: Silhouette-based Clothed People,Ryota Natsume (Waseda University); Shunsuke Saito (University of Southern California)*; Zeng Huang (University of Southern California); Weikai Chen (USC Institute for Creative Technology); Chongyang Ma (Kwai Inc.); Shigeo Morishima (Waseda Research Institute for Science and Engineering); Hao Li (Pinscreen/University of Southern California/USC ICT),3D from Single Image,"Face, Gesture, and Body Pose",Oral,2.1.2,3,,,,,,
3102,Detailed Human Shape Estimation from a Single Image by Hierarchical Mesh Deformation,"Hao Zhu (Nanjing University)*; Xinxin Zuo (University of Kentucky); Sen Wang (Northwestern Polytechnical University); Xun Cao (Nanjing University); Ruigang Yang (University of Kentucky, USA)",3D from Single Image,Deep Learning,Oral,2.1.2,3,,,,,,
4841,Convolutional Mesh Regression for Single-Image Human Shape Reconstruction,Nikos Kolotouros (University of Pennsylvania)*; Georgios Pavlakos (University of Pennsylvania); Kostas Daniilidis (University of Pennsylvania),3D from Single Image,"Face, Gesture, and Body Pose",Oral,2.1.2,3,,,,,,
2754,H+O: Unified Egocentric Recognition of 3D Hand-Object Poses and Interactions,Bugra Tekin (Microsoft)*; Federica Bogo (Microsoft); Marc Pollefeys (ETH Zurich / Microsoft),3D from Single Image,"Face, Gesture, and Body Pose ; Recognition: Detection, Categorization, Retrieval",Oral,2.1.2,4,,,,,,
3419,Learning the Depths of Moving People by Watching Frozen People,Zhengqi Li (Cornell University)*; Tali Dekel (Google); Forrester Cole (Google Research); Richard Tucker (Google); Ce Liu (Google); Bill Freeman (Google); Noah Snavely (Cornell University and Google AI),3D from Single Image,3D from Multiview and Sensors; Deep Learning,Oral,2.1.2,4,,,,,,
3439,Extreme Relative Pose Estimation for RGB-D Scans via Scene Completion,"Zhenpei Yang (The University of Texas at Austin); Kristen Grauman (Facebook AI Research & UT Austin); Qixing Huang (The University of Texas at Austin)*; Linjie Luo (Snap Inc); Xiaowei Zhou (Zhejiang Univ., China); Jeffrey Pan (Austin, Texas)",3D from Single Image,3D from Multiview and Sensors; Deep Learning ; Optimization Methods; RGBD sensors and analytics,Oral,2.1.2,4,,,,,,
1943,A Skeleton-bridged Deep Learning Approach for Generating Meshes of Complex Topologies from Single RGB Images,"Jiapeng Tang (South China University of Technology); Xiaoguang Han (Shenzhen Research Institute of Big Data, the Chinese University of Hong Kong (Shenzhen))*; Junyi Pan (South China University of Technology); Kui Jia (South China University of Technology); Xin Tong (Microsoft)",3D from Single Image,Deep Learning,Oral,2.1.2,5,,,,,,
3451,Structure-And-Motion-Aware Rolling Shutter Correction,Bingbing Zhuang (NUS)*; Quoc-Huy Tran (NEC Labs America); Pan Ji (NEC Labs); Loong Fah Cheong (NUS); Manmohan Chandraker (NEC Labs America),3D from Single Image,3D from Multiview and Sensors,Oral,2.1.2,5,,,,,,
3871,PVNet: Pixel-wise Voting Network for 6DoF Pose Estimation,"sida peng (Zhejiang University); Yuan Liu (Zhejiang University); Qixing Huang (The University of Texas at Austin); Hujun Bao (Zhejiang University); Xiaowei Zhou (Zhejiang Univ., China)*",3D from Single Image,Robotics + Driving; Scene Analysis and Understanding,Oral,2.1.2,5,,,,,,
236,Learning Optical Flow with Occlusion Hallucination,Pengpeng Liu (The Chinese University of Hong Kong)*; Michael Lyu (The Chinese University of Hong Kong); Irwin King (The Chinese University of Hong Kong); Jia Xu (Tencent AI Lab),Motion and Tracking,Deep Learning,Oral,2.1.3,1,Motion & Biometrics,,,,,
3963,Taking a Deeper Look at the Inverse Compositional Algorithm,Zhaoyang Lv (GEORGIA TECH)*; Frank Dellaert (Georgia Tech); James Rehg (Georgia Institute of Technology); Andreas Geiger (MPI-IS and University of Tuebingen),Motion and Tracking,3D from Multiview and Sensors; Optimization Methods,Oral,2.1.3,1,,,,,,
1197,Deeper and Wider Siamese Networks for Real-Time Visual Tracking,Zhipeng Zhang (Chinese Academy of Sciences); Houwen Peng (Microsoft Research)*,Motion and Tracking,,Oral,2.1.3,1,,,,,,
952,High Fidelity Facial Performance Tracking In-the-wild,Jae Shin Yoon (University of Minnestoa)*; Takaaki Shiratori (Facebook Reality Labs); Shoou-I Yu (Oculus Research Pittsburgh); Hyun Soo Park (The University of Minnesota),"Face, Gesture, and Body Pose",3D from Single Image; Motion and Tracking,Oral,2.1.3,2,,,,,,
2738,Diverse Generation for Multi-agent Sports Games,Raymond A Yeh (UIUC)*; Alexander Schwing (UIUC); Jonathan Huang (Google); Kevin Murphy (Google),Motion and Tracking,Deep Learning,Oral,2.1.3,2,,,,,,
3444,Efficient Online Multi-Person 2D Pose Tracking with Recurrent Spatio-Temporal Affinity Fields,Yaadhav Raaj (CMU)*; Haroon Idrees (Carnegie Mellon University); Gines Hidalgo Martinez (Carnegie Mellon University); Yaser Sheikh (CMU),"Face, Gesture, and Body Pose",Action Recognition ; Motion and Tracking; Video Analytics,Oral,2.1.3,2,,,,,,
1391,GFrames: Gradient-Based Local Reference Frame for 3D Shape Matching,"Simone Melzi (University of Verona)*; Riccardo Spezialetti (Universita' degli studi di Bologna); Federico Tombari (Technical University of Munich, Germany); Michael Bronstein (Università della Svizzera Italiana); Luigi Di Stefano (University of Bologna); Emanuele Rodola (Sapienza University of Rome)",Motion and Tracking,"3D from Multiview and Sensors; Low-level Vision; Recognition: Detection, Categorization, Retrieval;",Oral,2.1.3,3,,,,,,
6191,Eliminating Exposure Bias and Loss-Evaluation Mismatch in Multiple Object Tracking,"Pascal Fua (EPFL, Switzerland); Andrii Maksai (EPFL)*",Motion and Tracking,Deep Learning,Oral,2.1.3,3,,,,,,
3119,Graph Convolutional Tracking,"Junyu Gao (National Laboratory of Pattern Recognition Institute of Automation, Chinese Academy of Sciences)*; Tianzhu Zhang (CAS, China); Changsheng Xu (CASIA)",Motion and Tracking,,Oral,2.1.3,3,,,,,,
4984,ATOM: Accurate Tracking by Overlap Maximization,Martin Danelljan (ETH Zurich)*; Goutam Bhat (ETH Zurich); Fahad Shahbaz Khan (Inception Institute of Artificial Intelligence); Michael Felsberg (Linköping University),Motion and Tracking,,Oral,2.1.3,4,,,,,,
1202,Visual Tracking via Adaptive Spatially-Regularized Correlation Filters,Kenan Dai (Dalian University of Technology); Dong Wang (Dalian University of Technology)*; Huchuan Lu (Dalian University of Technology); Chong Sun (Dalian University of Technology); Jianhua Li (Dalian University of Technology),Motion and Tracking,,Oral,2.1.3,4,,,,,,
496,Deep Tree Learning for Zero-shot Face Anti-Spoofing,Yaojie Liu (Michigan State University)*; Joel Stehouwer (Michigan State University); Amin Jourabloo (Michigan State University); Xiaoming Liu (Michigan State University),Biometrics,"Face, Gesture, and Body Pose",Oral,2.1.3,4,,,,,,
1140,ArcFace: Additive Angular Margin Loss for Deep Face Recognition,Jiankang Deng (Imperial College London)*; Jia Guo (DeepInsight); Niannan Xue (Imperial College London); Stefanos Zafeiriou (Imperial College Londong),Biometrics,"Face, Gesture, and Body Pose ; Recognition: Detection, Categorization, Retrieval",Oral,2.1.3,5,,,,,,
1617,Learning Joint Unique-Gait and Cross-Gait Representation by Minimizing Quintuplet Loss,"Kaihao Zhang (Australian National University)*; Wenhan Luo (Tencent AI Lab); Lin Ma (Tencent AI Lab); Wei Liu (Tencent); HONGDONG LI (Australian National University, Australia)",Biometrics,,Oral,2.1.3,5,,,,,,
4898,Gait Recognition via Disentangled Representation Learning,Ziyuan Zhang (Michigan State University)*; Luan Tran (Michigan State University); Xi Yin (Microsoft Could & AI); Yousef A Atoum (Yarmouk University); Xiaoming Liu (Michigan State University); Nanxin Wang (Ford Motor Company); Jian Wan (Ford Motor Company),Biometrics,"Face, Gesture, and Body Pose ; Representation Learning; Vision Applications and Systems",Oral,2.1.3,5,,,,,,
1462,Panoptic Feature Pyramid Network,Alexander Kirillov (Facebook AI Reserach)*; Kaiming He (Facebook AI Research); Ross Girshick (FAIR); Piotr Dollar (FAIR),"Recognition: Detection, Categorization, Retrieval","Segmentation, Grouping and Shape",Oral,2.2.1,1,Recognition,,,,,
2705,Mask Scoring R-CNN,Zhaojin Huang (Huazhong University of Science and Technology); Lichao Huang (Horizon Robotics); Yongchao Gong (Horizon Robotics ); Chang Huang (Horizon Robotics); Xinggang Wang (Huazhong Univ. of Science and Technology)*,"Recognition: Detection, Categorization, Retrieval",,Oral,2.2.1,1,,,,,,
3864,Reasoning-RCNN: Unifying Adaptive Global Reasoning into Large-scale Object Detection,Hang Xu (Huawei Noah's Ark Lab); ChenHan Jiang (Sun Yat-sen University); Xiaodan Liang (Sun Yat-sen University)*; Liang Lin (Sun Yat-sen University); Zhenguo Li (Huawei Noah's Ark Lab),"Recognition: Detection, Categorization, Retrieval",Deep Learning ; Visual Reasoning,Oral,2.2.1,1,,,,,,
1476,Cross-Modality Personalization for Retrieval,Nils Murrugarra-Llerena (University of Pittsburgh)*; Adriana Kovashka (University of Pittsburgh),"Recognition: Detection, Categorization, Retrieval",Datasets and Evaluation; Vision + Language,Oral,2.2.1,2,,,,,,
2623,Composing Text and Image for Image Retrieval - An Empirical Odyssey,"Nam Vo (Georgia Institute of Technology)*; Lu Jiang (Google); Chen Sun (Google); Kevin Murphy (Google); Li-Jia Li (Stanford); Li Fei-Fei (Stanford University); James Hays (Georgia Institute of Technology, USA)","Recognition: Detection, Categorization, Retrieval",Datasets and Evaluation; Representation Learning; Vision + Language,Oral,2.2.1,2,,,,,,
3524,Arbitrary Shape Scene Text Detection with Adaptive Text Region Representation,"Xiaobing Wang (Samsung Research Institute China-Beijing)*; yingying jiang ( Samsung Research China,Beijing); Zhenbo Luo ( Samsung Research Institute China-Beijing); Cheng-lin Liu (Institute of Automation of Chinese Academy of Sciences); Hyunsoo Choi (SAMSUNG ELECTRONICS CO.,LTD); Sungjin Kim (SAMSUNG ELECTRONICS CO.,LTD)","Recognition: Detection, Categorization, Retrieval",Vision Applications and Systems,Oral,2.2.1,2,,,,,,
2657,Adaptive NMS: Refining Pedestrian Detection in a Crowd,"Songtao Liu (BUAA); Di Huang (Beihang University, China)*; Yunhong Wang (State Key Laboratory of Virtual Reality Technology and System, Beihang University, Beijing 100191, China)","Recognition: Detection, Categorization, Retrieval","Face, Gesture, and Body Pose",Oral,2.2.1,3,,,,,,
3517,"Point in, Box out: Beyond Counting Persons in Crowds",yuting liu (sichuan university)*; Miaojing Shi (Inria Rennes); Qijun Zhao (Sichuan University); Xiaofang Wang (Inria Rennes),"Recognition: Detection, Categorization, Retrieval",,Oral,2.2.1,3,,,,,,
6264,Locating Objects Without Bounding Boxes,Javier Ribera (Purdue University)*; David Güera (Purdue University); Yuhao Chen (Purdue University); Edward Delp (Purdue University),"Recognition: Detection, Categorization, Retrieval",,Oral,2.2.1,3,,,,,,
3333,FineGAN: Unsupervised Hierarchical Disentanglement for Fine-Grained Object Generation and Discovery,"Krishna Kumar Singh (University of California Davis)*; Utkarsh Ojha (University of California, Davis); Yong Jae Lee (University of California, Davis)","Recognition: Detection, Categorization, Retrieval",Image and Video Synthesis,Oral,2.2.1,4,,,,,,
